model_key,model_name,model_path,mae,rmse,r2,mape
linear_reg,Linear Regression,/Users/constantin/Desktop/ml-poc-project/models/linear_reg.joblib,7.86365964668121,11.79695900741384,0.5489156021059262,380.31915661984226
random_forest,Random Forest,/Users/constantin/Desktop/ml-poc-project/models/random_forest.joblib,2.540058218768679,5.514084599900468,0.9014482103323617,33.57736288762447
gradient_boosting,Gradient Boosting,/Users/constantin/Desktop/ml-poc-project/models/gradient_boosting.joblib,3.9634438336114837,6.980345046516912,0.8420675229447778,81.31601037867064
